-1,0.140625,0.304688,0.234375,0.140625,0.304688,0.234375
-1,0.129771,0.328244,0.229008,0.129771,0.328244,0.229008
-1,0.146341,0.333333,0.211382,0.146341,0.333333,0.211382
-1,0.137097,0.322581,0.233871,0.137097,0.322581,0.233871
-1,0.153846,0.392308,0.184615,0.153846,0.392308,0.184615
-1,0.193548,0.169355,0.314516,0.193548,0.169355,0.314516
-1,0.25,0.216667,0.275,0.25,0.216667,0.275
-1,0.283333,0.233333,0.258333,0.283333,0.233333,0.258333
-1,0.241667,0.225,0.275,0.241667,0.225,0.275
-1,0.180451,0.142857,0.338346,0.180451,0.142857,0.338346
-1,0.275,0.241667,0.25,0.275,0.241667,0.25
-1,0.206897,0.172414,0.301724,0.206897,0.172414,0.301724
-1,0.203252,0.162602,0.300813,0.203252,0.162602,0.300813
-1,0.195122,0.154472,0.300813,0.195122,0.154472,0.300813
-1,0.195122,0.138211,0.308943,0.195122,0.138211,0.308943
-1,0.188034,0.153846,0.316239,0.188034,0.153846,0.316239
-1,0.190909,0.281818,0.245455,0.190909,0.281818,0.245455
-1,0.225,0.208333,0.308333,0.225,0.208333,0.308333
-1,0.266667,0.208333,0.233333,0.266667,0.208333,0.233333
-1,0.226891,0.218487,0.252101,0.226891,0.218487,0.252101
-1,0.313559,0.338983,0.152542,0.313559,0.338983,0.152542
-1,0.279661,0.347458,0.152542,0.279661,0.347458,0.152542
-1,0.305085,0.338983,0.152542,0.305085,0.338983,0.152542
-1,0.247934,0.22314,0.239669,0.247934,0.22314,0.239669
-1,0.260504,0.210084,0.235294,0.260504,0.210084,0.235294
-1,0.264463,0.22314,0.239669,0.264463,0.22314,0.239669
-1,0.277311,0.235294,0.226891,0.277311,0.235294,0.226891
-1,0.256198,0.22314,0.239669,0.256198,0.22314,0.239669
-1,0.256198,0.22314,0.239669,0.256198,0.22314,0.239669
-1,0.254098,0.221311,0.237705,0.254098,0.221311,0.237705
-1,0.243902,0.284553,0.227642,0.243902,0.284553,0.227642
-1,0.216667,0.175,0.283333,0.216667,0.175,0.283333
-1,0.221311,0.155738,0.254098,0.221311,0.155738,0.254098
-1,0.233333,0.216667,0.266667,0.233333,0.216667,0.266667
-1,0.206612,0.14876,0.297521,0.206612,0.14876,0.297521
-1,0.201681,0.134454,0.302521,0.201681,0.134454,0.302521
-1,0.214876,0.14876,0.272727,0.214876,0.14876,0.272727
-1,0.241667,0.233333,0.275,0.241667,0.233333,0.275
-1,0.213115,0.139344,0.295082,0.213115,0.139344,0.295082
-1,0.262712,0.135593,0.322034,0.262712,0.135593,0.322034
-1,0.245763,0.135593,0.330508,0.245763,0.135593,0.330508
-1,0.225,0.116667,0.3,0.225,0.116667,0.3
-1,0.231405,0.140496,0.297521,0.231405,0.140496,0.297521
-1,0.216667,0.175,0.258333,0.216667,0.175,0.258333
-1,0.22314,0.132231,0.297521,0.22314,0.132231,0.297521
-1,0.216667,0.191667,0.25,0.216667,0.191667,0.25
-1,0.241379,0.215517,0.267241,0.241379,0.215517,0.267241
-1,0.239316,0.145299,0.290598,0.239316,0.145299,0.290598
-1,0.205128,0.153846,0.307692,0.205128,0.153846,0.307692
-1,0.206897,0.198276,0.275862,0.206897,0.198276,0.275862
-1,0.206897,0.198276,0.275862,0.206897,0.198276,0.275862
-1,0.237705,0.122951,0.295082,0.237705,0.122951,0.295082
-1,0.206897,0.198276,0.275862,0.206897,0.198276,0.275862
-1,0.206897,0.198276,0.275862,0.206897,0.198276,0.275862
-1,0.206897,0.198276,0.275862,0.206897,0.198276,0.275862
-1,0.239316,0.17094,0.290598,0.239316,0.17094,0.290598
-1,0.213675,0.162393,0.299145,0.213675,0.162393,0.299145
-1,0.215517,0.198276,0.275862,0.215517,0.198276,0.275862
-1,0.206897,0.206897,0.267241,0.206897,0.206897,0.267241
-1,0.22314,0.132231,0.297521,0.22314,0.132231,0.297521
-1,0.247863,0.239316,0.196581,0.247863,0.239316,0.196581
-1,0.247863,0.230769,0.205128,0.247863,0.230769,0.205128
-1,0.247863,0.239316,0.205128,0.247863,0.239316,0.205128
-1,0.230769,0.247863,0.222222,0.230769,0.247863,0.222222
-1,0.239316,0.213675,0.222222,0.239316,0.213675,0.222222
-1,0.25,0.226562,0.257812,0.25,0.226562,0.257812
-1,0.231405,0.132231,0.280992,0.231405,0.132231,0.280992
-1,0.222222,0.222222,0.222222,0.222222,0.222222,0.222222
-1,0.264957,0.239316,0.222222,0.264957,0.239316,0.222222
-1,0.264957,0.230769,0.230769,0.264957,0.230769,0.230769
-1,0.198276,0.224138,0.258621,0.198276,0.224138,0.258621
-1,0.189655,0.224138,0.275862,0.189655,0.224138,0.275862
-1,0.188034,0.222222,0.290598,0.188034,0.222222,0.290598
-1,0.179487,0.230769,0.290598,0.179487,0.230769,0.290598
-1,0.241379,0.241379,0.232759,0.241379,0.241379,0.232759
-1,0.252174,0.234783,0.252174,0.252174,0.234783,0.252174
-1,0.233333,0.133333,0.283333,0.233333,0.133333,0.283333
-1,0.234783,0.226087,0.252174,0.234783,0.226087,0.252174
-1,0.346154,0.201923,0.240385,0.346154,0.201923,0.240385
-1,0.280702,0.245614,0.236842,0.280702,0.245614,0.236842
-1,0.196429,0.241071,0.267857,0.196429,0.241071,0.267857
-1,0.18018,0.261261,0.252252,0.18018,0.261261,0.252252
-1,0.236842,0.22807,0.254386,0.236842,0.22807,0.254386
-1,0.206897,0.232759,0.241379,0.206897,0.232759,0.241379
-1,0.186992,0.260163,0.211382,0.186992,0.260163,0.211382
-1,0.196581,0.153846,0.307692,0.196581,0.153846,0.307692
-1,0.216216,0.225225,0.261261,0.216216,0.225225,0.261261
-1,0.212598,0.23622,0.283465,0.212598,0.23622,0.283465
-1,0.216667,0.141667,0.3,0.216667,0.141667,0.3
-1,0.153846,0.107692,0.361538,0.153846,0.107692,0.361538
-1,0.25,0.216667,0.258333,0.25,0.216667,0.258333
-1,0.308333,0.241667,0.225,0.308333,0.241667,0.225
-1,0.294118,0.235294,0.218487,0.294118,0.235294,0.218487
-1,0.239669,0.214876,0.256198,0.239669,0.214876,0.256198
-1,0.285714,0.243697,0.201681,0.285714,0.243697,0.201681
-1,0.258333,0.225,0.25,0.258333,0.225,0.25
-1,0.241667,0.25,0.25,0.241667,0.25,0.25
-1,0.256198,0.22314,0.247934,0.256198,0.22314,0.247934
-1,0.210084,0.218487,0.268908,0.210084,0.218487,0.268908
-1,0.226891,0.235294,0.252101,0.226891,0.235294,0.252101
-1,0.226891,0.226891,0.260504,0.226891,0.226891,0.260504
-1,0.218487,0.226891,0.260504,0.218487,0.226891,0.260504
-1,0.226891,0.226891,0.260504,0.226891,0.226891,0.260504
-1,0.235294,0.235294,0.252101,0.235294,0.235294,0.252101
-1,0.235294,0.226891,0.260504,0.235294,0.226891,0.260504
-1,0.235294,0.226891,0.260504,0.235294,0.226891,0.260504
-1,0.218487,0.218487,0.268908,0.218487,0.218487,0.268908
-1,0.272727,0.231405,0.239669,0.272727,0.231405,0.239669
-1,0.247934,0.239669,0.239669,0.247934,0.239669,0.239669
-1,0.228814,0.211864,0.271186,0.228814,0.211864,0.271186
-1,0.226891,0.226891,0.260504,0.226891,0.226891,0.260504
-1,0.226891,0.226891,0.260504,0.226891,0.226891,0.260504
-1,0.239669,0.231405,0.239669,0.239669,0.231405,0.239669
-1,0.239669,0.239669,0.247934,0.239669,0.239669,0.247934
-1,0.226891,0.226891,0.252101,0.226891,0.226891,0.252101
-1,0.254237,0.237288,0.237288,0.254237,0.237288,0.237288
-1,0.210084,0.210084,0.277311,0.210084,0.210084,0.277311
-1,0.201681,0.201681,0.285714,0.201681,0.201681,0.285714
-1,0.294118,0.243697,0.218487,0.294118,0.243697,0.218487
